long_title,short_title
Organic Reactivity,Org Reactivity+
Organic Syntheses,Org Synth
Organization Organization,Organization Organization
Organization Science,Organ Sci
Organization Studies,Organ Stud
Organizational Behavior and Human Decision Processes,Organ Behav Hum Dec
Organizational Dynamics,Organ Dyn
Organometallics Organometallics,Organometallics Organometallics
Oriental Art,Oriental Art
Oriental Insects,Orient Insects
Origins of Life and Evolution of the Biosphere,Origins Life Evol B
Orl-Journal for Oto-Rhino-Laryngology and Its Related Specialties,Orl J Oto-Rhino-Lary
Ornis Fennica,Ornis Fennica
Ornis Scandinavica,Ornis Scand
Orthopade Orthopade,Orthopade Orthopade
Orthopedic Clinics of North America,Orthop Clin N Am
Orthopedics Orthopedics,Orthopedics Orthopedics
Orthotics and Prosthetics,Orthotics Prosthet
Oryx Oryx,Oryx Oryx
Osaka Journal of Mathematics,Osaka J Math
Osiris Osiris,Osiris Osiris
Osteoarthritis and Cartilage,Osteoarthr Cartilage
Osteoporosis International,Osteoporosis Int
Osterreichische Musik Zeitschrift,Osterr Musik Z
Osterreichische Musikzeitschrift,Osterr Musikz
Osterreichische Zeitschrift Fur Politikwissenschaft,Osterr Z Polit
Osterreichische Zeitschrift Fur Volkskunde,Osterr Z Volskunde
Osteuropa Osteuropa,Osteuropa Osteuropa
Ostrich Ostrich,Ostrich Ostrich
Otechestvennaya Istoriya,Otechestv Istoriya
Oto-Rhino-Laryngologia Nova,Oto Rhino Laryn Nova
Otolaryngologic Clinics of North America,Otolaryng Clin N Am
Otolaryngology-Head and Neck Surgery,Otolaryng Head Neck
Otto-Novecento Otto-Novecento,Otto-Novecento Otto-Novecento
Oud Holland,Oud Holland
Outlook on Agriculture,Outlook Agr
Overland Overland,Overland Overland
Oxford Agrarian Studies,Oxford Agr Stud
Oxford Art Journal,Oxford Art J
Oxford Bulletin of Economics and Statistics,Oxford B Econ Stat
Oxford Economic Papers-New Series,Oxford Econ Pap
Oxford German Studies,Oxford Ger Stud
Oxford Literary Review,Oxford Literary Rev
Oxford Review of Economic Policy,Oxford Rev Econ Pol
Oxford Review of Education,Oxford Rev Educ
Oxford Reviews of Reproductive Biology,Oxford Rev Reprod B
Oxford Surveys in Information Technology,Oxford Surv Inf Tech
Oxidation Communications,Oxid Commun
Oxidation of Metals,Oxid Met
Ozone-Science & Engineering,Ozone-Sci Eng
Pace-Pacing and Clinical Electrophysiology,Pace Pace
Pacific Affairs,Pac Aff
Pacific Historical Review,Pac Hist Rev
Pacific Insects,Pac Insects
Pacific Journal of Mathematics,Pac J Math
Pacific Northwest Quarterly,Pac Northwest Quart
Pacific Philosophical Quarterly,Pac Philos Quart
Pacific Review,Pac Rev
Pacific Science,Pac Sci
Package Engineering,Package Eng
Packaged Software Reports,Packag Software Rep
Packaging Packaging,Packaging Packaging
Packaging Technology and Science,Packag Technol Sci
Padiatrie Und Padologie,Padiatr Padol
Paediatric Anaesthesia,Paediatr Anaesth
Paediatric and Perinatal Epidemiology,Paediatr Perinat Ep
Paediatrician Paediatrician,Paediatrician Paediatrician
Paideuma-A Journal Devoted to Ezra Pound Scholarship,Paideuma Paideuma
Pain Pain,Pain Pain
Pain Clinic,Pain Clinic
Pain Forum,Pain Forum
Pain Reviews,Pain Rev
Paj-A Journal of Performance and Art,Paj Paj
Pakistan Journal of Botany,Pakistan J Bot
Pakistan Journal of Nematology,Pakistan J Nematol
Palaeoecology of Africa,Palaeoecol Afr
Palaeogeography Palaeoclimatology Palaeoecology,Palaeogeogr Palaeocl
Palaeontology Palaeontology,Palaeontology Palaeontology
Palaios Palaios,Palaios Palaios
Paleobiology Paleobiology,Paleobiology Paleobiology
Paleoceanography Paleoceanography,Paleoceanography Paleoceanography
Paleontologicheskii Zhurnal,Paleontol Zh
Palliative Medicine,Palliative Med
Pamietnik Literacki,Pamietnik Literacki
Pan-Pacific Entomologist,Pan-Pac Entomol
Pancreas Pancreas,Pancreas Pancreas
Panminerva Medica,Panminerva Med
Pantheon-Internationale Jahreszeitschrift Fur Kunst,Pantheon-Int Z Kunst
Paperi Ja Puu-Paper and Timber,Pap Puu-Pap Tim
Papers in Meteorology and Geophysics,Pap Meteorol Geophys
Papers in Regional Science,Pap Reg Sci
Papers of the Bibliographical Society of America,Pap Bibliogr Soc Am
Papers on Language and Literature,Pap Lang Lit
Papier Papier,Papier Papier
Papua New Guinea Medical Journal,Papua New Guinea Med
Parabola-Myth Tradition and the Search for Meaning,Parabola Parabola
Parabola-The Magazine of Myth and Tradition,Parabola Parabola
Paragone Paragone,Paragone Paragone
Paragraph Paragraph,Paragraph Paragraph
Parallel Computing,Parallel Comput
Paraplegia Paraplegia,Paraplegia Paraplegia
Parasite Immunology,Parasite Immunol
Parasite-Journal De La Societe Francaise De Parasitologie,Parasite Parasite
Parasitica Parasitica,Parasitica Parasitica
Parasitology Parasitology,Parasitology Parasitology
Parasitology Research,Parasitol Res
Parasitology Today,Parasitol Today
Parazitologiya Parazitologiya,Parazitologiya+ Parazitologiya+
Parergon Parergon,Parergon Parergon
Paris Review,Paris Rev
Parkinsonism & Related Disorders,Parkinsonism Relat D
Parliamentary Affairs,Parliament Aff
Parnassus-Poetry in Review,Parnassus-Poetry Rev
Paroi Arterielle-Arterial Wall,Paroi Arteriel
Particle & Particle Systems Characterization,Part Part Syst Char
Particle Accelerators,Part Accel
Particle Characterization,Part Part Syst Char
Particulate Science and Technology,Particul Sci Technol
Partisan Review,Partisan Rev
Party Politics,Party Polit
Past & Present,Past Present
Pathobiology Pathobiology,Pathobiology Pathobiology
Pathobiology Annual,Pathobiol Ann
Pathologe Pathologe,Pathologe Pathologe
Pathologie Biologie,Pathol Biol
Pathology Pathology,Pathology Pathology
Pathology and Immunopathology Research,Pathol Immunopath R
Pathology Annual,Pathol Annu
Pathology International,Pathol Int
Pathology Research and Practice,Pathol Res Pract
Patient Education and Counseling,Patient Educ Couns
Pattern Analysis and Applications,Pattern Anal Appl
Pattern Recognition,Pattern Recogn
Pattern Recognition Letters,Pattern Recogn Lett
Patterns of Prejudice,Patterns Prejudice
Pavlovian Journal of Biological Science,Pavlovian J Biol Sci
Pc Products,Pc Prod
Pccp Physical Chemistry Chemical Physics,Pccp Phys Chem Ch Ph
Pci Journal,Pci J
Pcps-Proceedings of the Cambridge Philological Society,Pcps-P Camb Philol S
Pcr-Methods and Applications,Pcr Meth Appl
Pda Journal of Pharmaceutical Science and Technology,Pda J Pharm Sci Tech
Peabody Essex Museum Collections,Peabody Essex Mus C
Pediatric Aids and Hiv Infection-Fetus to Adolescent,Pediatr Aids Hiv Inf
Pediatric Allergy and Immunology,Pediatr Allergy Immu
Pediatric and Adolescent Medicine,Pediat Adol
Pediatric and Developmental Pathology,Pediatr Devel Pathol
Pediatric Annals,Pediatr Ann
Pediatric Asthma Allergy & Immunology,Pediatr Asthma Aller
Pediatric Cardiology,Pediatr Cardiol
Pediatric Clinics of North America,Pediatr Clin N Am
Pediatric Dermatology,Pediatr Dermatol
Pediatric Emergency Care,Pediatr Emerg Care
Pediatric Exercise Science,Pediatr Exerc Sci
Pediatric Hematology and Oncology,Pediatr Hemat Oncol
Pediatric Infectious Disease Journal,Pediatr Infect Dis J
Pediatric Nephrology,Pediatr Nephrol
Pediatric Neurology,Pediatr Neurol
Pediatric Neuroscience,Pediatr Neurosci
Pediatric Neurosurgery,Pediatr Neurosurg
Pediatric Pathology,Pediatr Pathol
Pediatric Pathology & Laboratory Medicine,Pediatr Pathol Lab M
Pediatric Pathology & Molecular Medicine,Pediatr Pathol Mol M
Pediatric Pharmacology,Pediatr Pharmacol
Pediatric Pulmonology,Pediatr Pulm
Pediatric Radiology,Pediatr Radiol
Pediatric Research,Pediatr Res
Pediatric Surgery International,Pediatr Surg Int
Pediatrics Pediatrics,Pediatrics Pediatrics
Pediatrics International,Pediatr Int
Pediatrie Pediatrie,Pediatrie Pediatrie
Pedobiologia Pedobiologia,Pedobiologia Pedobiologia
Pennsylvania Agricultural Experiment Station Bulletin,Penn Aes Bull
Pennsylvania Agricultural Experiment Station Progress Report,Penn Aes Progr Rep
Pennsylvania Magazine of History and Biography,Penn Mag Hist Biog
Pennsylvania Medicine,Penn Med
Pennsylvania State University Extension Service Circular,Penn St Ues Circ
Pennsylvania State University Extension Service Special Circular,Penn St Ues Spec Cir
Pensamiento Pensamiento,Pensamiento Pensamiento
Pensee Pensee,Pensee Pensee
Peptide Research,Peptide Res
Peptides Peptides,Peptides Peptides
Perception Perception,Perception Perception
Perception & Psychophysics,Percept Psychophys
Perceptual and Motor Skills,Percept Motor Skill
Performance Evaluation,Perform Evaluation
Performing Arts & Entertainment in Canada,Perform Art Ent Can
Performing Arts Journal,Perform Art J
Perfusion Perfusion,Perfusion Perfusion
Perfusion-Uk Perfusion-Uk,Perfusion-Uk Perfusion-Uk
Periodica Polytechnica-Chemical Engineering,Period Polytech Chem
Periodica Polytechnica-Electrical Engineering,Period Polytech Elec
Periodicum Biologorum,Period Biol
Periodontology 2000,Periodontol 2000
Peripheral and Spinal Mechanisms in the Neural Control of Movement,Prog Brain Res
Peritoneal Dialysis Bulletin,Periton Dialysis B
Peritoneal Dialysis International,Periton Dialysis Int
Permafrost and Periglacial Processes,Permafrost Periglac
Personal Computing,Pers Comput
Personal Relationships,Pers Relationship
Personality and Individual Differences,Pers Indiv Differ
Personality and Social Psychology Bulletin,Pers Soc Psychol B
Personality and Social Psychology Review,Pers Soc Psychol Rev
Personnel Journal,Pers J
Personnel Psychology,Pers Psychol
Personnel Review,Pers Rev
Persoonia Persoonia,Persoonia Persoonia
Perspectives in Biology and Medicine,Perspect Biol Med
Perspectives in Computing,Perspect Comput
Perspectives in Drug Discovery and Design,Perspect Drug Discov
Perspectives in Neurological Surgery,Perspect Neurol Surg
Perspectives in Pediatric Pathology,Perspect Pediat Path
Perspectives in Psychiatric Care,Perspect Psychiatr C
Perspectives of New Music,Perspect New Music
Perspectives on Developmental Neurobiology,Perspect Dev Neurobi
Perspectives-Studies in Translatology,Perspect Stud Transl
Pesquisa Agropecuaria Brasileira,Pesqui Agropecu Bras
Pesquisa Veterinaria Brasileira,Pesquisa Vet Brasil
Pest Management Science,Pest Manag Sci
Pesticide Biochemistry and Physiology,Pestic Biochem Phys
Pesticide Science,Pestic Sci
Pesticides Monitoring Journal,Pestic Monit J
Petroleum Chemistry,Petrol Chem+
Petroleum Engineer International,Petrol Eng Int
Petroleum Geoscience,Petrol Geosci
Petroleum Science and Technology,Pet Sci Technol
Petrology Petrology,Petrology Petrology
Pferdeheilkunde Pferdeheilkunde,Pferdeheilkunde Pferdeheilkunde
Pflugers Archiv-European Journal of Physiology,Pflug Arch Eur J Phy
Pharmaceutica Acta Helvetiae,Pharm Acta Helv
Pharmaceutical Biology,Pharm Biol
Pharmaceutical Development and Technology,Pharm Dev Technol
Pharmaceutical Research,Pharmaceut Res
Pharmaceutical Science & Technology Today,Pharm Sci Technol To
Pharmaceutisch Weekblad-Scientific Edition,Pharm Weekblad
Pharmacoeconomics Pharmacoeconomics,Pharmacoeconomics Pharmacoeconomics
Pharmacoepidemiology and Drug Safety,Pharmacoepidem Dr S
Pharmacogenetics Pharmacogenetics,Pharmacogenetics Pharmacogenetics
Pharmacological Research,Pharmacol Res
Pharmacological Research Communications,Pharmacol Res
Pharmacological Reviews,Pharmacol Rev
Pharmacology Pharmacology,Pharmacology Pharmacology
Pharmacology & Therapeutics,Pharmacol Therapeut
Pharmacology & Toxicology,Pharmacol Toxicol
Pharmacology Biochemistry and Behavior,Pharmacol Biochem Be
Pharmacopeial Forum,Pharmacopeial Forum
Pharmacopsychiatria Pharmacopsychiatria,Pharmacopsychiatria Pharmacopsychiatria
Pharmacopsychiatry Pharmacopsychiatry,Pharmacopsychiatry Pharmacopsychiatry
Pharmacotherapy Pharmacotherapy,Pharmacotherapy Pharmacotherapy
Pharmacy International,Pharm Int
Pharmacy World & Science,Pharm World Sci
Pharmatherapeutica Pharmatherapeutica,Pharmatherapeutica Pharmatherapeutica
Pharmazeutische Industrie,Pharm Ind
Pharmazie Pharmazie,Pharmazie Pharmazie
Phase Transitions,Phase Transit
Phi Delta Kappan,Phi Delta Kappan
Philippine Journal of Internal Medicine,Philipp J Intern Med
Philippine Journal of Veterinary Medicine,Philipp J Vet Med
Philips Journal of Research,Philips J Res
Philips Technical Review,Philips Tech Rev
Philips Telecommunication Review,Philips Telecomm Rev
Philological Quarterly,Philological Quart
Philologus Philologus,Philologus Philologus
Philosophia Philosophia,Philosophia Philosophia
Philosophical Forum,Philos Forum
Philosophical Investigations,Philos Invest
Philosophical Magazine A-Physics of Condensed Matter Structure Defects and Mechanical Properties,Philos Mag A
Philosophical Magazine B-Physics of Condensed Matter Statistical Mechanics Electronic Optical and Magnetic Properties,Philos Mag B
Philosophical Magazine Letters,Phil Mag Lett
Philosophical Psychology,Philos Psychol
Philosophical Quarterly,Philos Quart
Philosophical Review,Philos Rev
Philosophical Studies,Philos Stud
Philosophical Transactions of the Royal Society of London Series A-Mathematical Physical and Engineering Sciences,Philos T Roy Soc A
Philosophical Transactions of the Royal Society of London Series B-Biological Sciences,Philos T Roy Soc B
Philosophische Rundschau,Philos Rundsch
Philosophisches Jahrbuch,Philos Jahrb
Philosophy Philosophy,Philosophy Philosophy
Philosophy & Public Affairs,Philos Public Aff
Philosophy and Literature,Philos Literature
Philosophy and Phenomenological Research,Philos Phenomen Res
Philosophy and Rhetoric,Philos Rhetoric
Philosophy East & West,Philos East West
Philosophy of Science,Philos Sci
Philosophy of the Social Sciences,Philos Soc Sci
Philosophy Today,Philos Today
Phlebologie Phlebologie,Phlebologie Phlebologie
Phlebology Phlebology,Phlebology Phlebology
Phoenix-The Journal of the Classical Association of Canada,Phoenix-J Class Assn
Phonetica Phonetica,Phonetica Phonetica
Phosphorus Sulfur and Silicon and the Related Elements,Phosphorus Sulfur
Photobiochemistry and Photobiophysics,Photobioch Photobiop
Photochemistry and Photobiology,Photochem Photobiol
Photodermatology Photodermatology,Photodermatology Photodermatology
Photodermatology Photoimmunology & Photomedicine,Photodermatol Photo
Photogrammetria Photogrammetria,Photogrammetria Photogrammetria
Photogrammetric Engineering and Remote Sensing,Photogramm Eng Rem S
Photogrammetric Record,Photogramm Rec
Photographic Science and Engineering,Photogr Sci Eng
Photonic Network Communications,Photonic Netw Commun
Photonics Spectra,Photon Spectra
Photosynthesis Research,Photosynth Res
Photosynthetica Photosynthetica,Photosynthetica Photosynthetica
Phronesis-A Journal for Ancient Philosophy,Phronesis Phronesis
Phycologia Phycologia,Phycologia Phycologia
Physica A,Physica A
Physica B,Physica B
Physica B & C,Physica B & C
Physica C,Physica C
Physica D,Physica D
Physica E,Physica E
Physica Medica,Phys Medica
Physica Scripta,Phys Scripta
Physica Status Solidi A-Applied Research,Phys Status Solidi A
Physica Status Solidi B-Basic Research,Phys Status Solidi B
Physical Acoustics,Phys Acoustics
Physical Chemistry Chemical Physics,Phys Chem Chem Phys
Physical Geography,Phys Geogr
Physical Review A,Phys Rev A
Physical Review B,Phys Rev B
Physical Review B-Condensed Matter,Phys Rev B
Physical Review C-Nuclear Physics,Phys Rev C
Physical Review D,Phys Rev D
Physical Review E,Phys Rev E
Physical Review Letters,Phys Rev Lett
Physical Status: The Use and Interpretation of Anthropometry,Who Tech Rep Ser
Physical Therapy,Phys Ther
Physician and Sportsmedicine,Physician Sportsmed
Physicochemical Hydrodynamics,Physicochem Hydrodyn
Physics and Chemistry of Glasses,Phys Chem Glasses
Physics and Chemistry of Liquids,Phys Chem Liq
Physics and Chemistry of Minerals,Phys Chem Miner
Physics and Chemistry of the Earth,Phys Chem Earth
Physics and Chemistry of the Earth Part A-Solid Earth and Geodesy,Phys Chem Earth Pt A
Physics and Chemistry of the Earth Part B-Hydrology Oceans and Atmosphere,Phys Chem Earth Pt B
Physics and Chemistry of the Earth Part C-Solar-Terrestial and Planetary Science,Phys Chem Earth Pt C
Physics Essays,Phys Essays
Physics in Medicine and Biology,Phys Med Biol
Physics in Technology,Phys Technol
Physics Letters A,Phys Lett A
Physics Letters B,Phys Lett B
Physics of Atomic Nuclei,Phys Atom Nucl+
Physics of Fluids,Phys Fluids
Physics of Fluids A-Fluid Dynamics,Phys Fluids A-Fluid
Physics of Fluids B-Plasma Physics,Phys Fluids B-Plasma
Physics of Low-Dimensional Structures,Phys Low-Dimens Str
Physics of Metals,Phys Met+
Physics of Particles and Nuclei,Phys Part Nuclei
Physics of Plasmas,Phys Plasmas
Physics of the Earth and Planetary Interiors,Phys Earth Planet In
Physics of the Solid State,Phys Solid State+
Physics Reports-Review Section of Physics Letters,Phys Rep
Physics Teacher,Phys Teach
Physics Today,Phys Today
Physics World,Phys World
Physikalische Medizin Rehabilitationsmedizin Kurortmedizin,Phys Med Rehab Kuror
Physiologia Bohemoslovaca,Physiol Bohemoslov
Physiologia Plantarum,Physiol Plantarum
Physiological and Biochemical Zoology,Physiol Biochem Zool
Physiological and Molecular Plant Pathology,Physiol Mol Plant P
Physiological Chemistry and Physics,Physiol Chem Phys M
Physiological Chemistry and Physics and Medical Nmr,Physiol Chem Phys
Physiological Entomology,Physiol Entomol
Physiological Genomics,Physiol Genomics
Physiological Measurement,Physiol Meas
Physiological Plant Pathology,Physiol Plant Pathol
Physiological Psychology,Physiol Psychol
Physiological Research,Physiol Res
Physiological Reviews,Physiol Rev
Physiological Zoology,Physiol Zool
Physiologie Vegetale,Physiol Veg
Physiology & Behavior,Physiol Behav
Phytochemical Analysis,Phytochem Analysis
Phytochemistry Phytochemistry,Phytochemistry Phytochemistry
Phytocoenologia Phytocoenologia,Phytocoenologia Phytocoenologia
Phytomedicine Phytomedicine,Phytomedicine Phytomedicine
Phyton-Annales Rei Botanicae,Phyton-Ann Rei Bot A
Phyton-International Journal of Experimental Botany,Phyton-Int J Exp Bot
Phytoparasitica Phytoparasitica,Phytoparasitica Phytoparasitica
Phytopathologische Zeitschrift-Journal of Phytopathology,Phytopathol Z
Phytopathology Phytopathology,Phytopathology Phytopathology
Phytoprotection Phytoprotection,Phytoprotection Phytoprotection
Phytotherapy Research,Phytother Res
Piano & Keyboard,Piano Keyboard
Pigment Cell Research,Pigm Cell Res
Pima Magazine,Pima Mag
Pipe Line Industry,Pipe Line Ind
Pipeline & Gas Journal,Pipeline Gas J
Pisma V Zhurnal Tekhnicheskoi Fiziki,Pisma Zh Tekh Fiz+
Placenta Placenta,Placenta Placenta
Places-A Forum of Environmental Design,Places-Forum Environ
Places-A Quarterly Journal of Environmental Design,Places-Q J Environ D
Plains Anthropologist,Plains Anthropol
Planetary and Space Science,Planet Space Sci
Plant and Cell Physiology,Plant Cell Physiol
Plant and Soil,Plant Soil
Plant Biology,Plant Biology
Plant Breeding,Plant Breeding
Plant Cell,Plant Cell
Plant Cell and Environment,Plant Cell Environ
Plant Cell Reports,Plant Cell Rep
Plant Cell Tissue and Organ Culture,Plant Cell Tiss Org
Plant Disease,Plant Dis
Plant Ecology,Plant Ecol
Plant Engineering,Plant Eng
Plant Foods for Human Nutrition,Plant Food Hum Nutr
Plant Growth Regulation,Plant Growth Regul
Plant Journal,Plant J
Plant Molecular Biology,Plant Mol Biol
Plant Molecular Biology Reporter,Plant Mol Biol Rep
Plant Pathology,Plant Pathol
Plant Physiology,Plant Physiol
Plant Physiology and Biochemistry,Plant Physiol Bioch
Plant Science,Plant Sci
Plant Science Letters,Plant Sci Lett
Plant Systematics and Evolution,Plant Syst Evol
Plant Varieties and Seeds,Plant Var Seeds
Planta Planta,Planta Planta
Planta Medica,Planta Med
Plasma Chemistry and Plasma Processing,Plasma Chem Plasma P
Plasma Devices and Operations,Plasma Devices Oper
Plasma Physics and Controlled Fusion,Plasma Phys Contr F
Plasma Physics Reports,Plasma Phys Rep
Plasma Sources Science & Technology,Plasma Sources Sci T
Plasma Therapy & Transfusion Technology,Plasma Ther Transfus
Plasmid Plasmid,Plasmid Plasmid
Plaste Und Kautschuk,Plaste Kautsch
Plastic and Reconstructive Surgery,Plast Reconstr Surg
Plastics & Rubber International,Plast Rubber Int
Plastics and Rubber Processing and Applications,Plast Rub Proc Appl
Plastics Design & Processing,Plast Design Process
Plastics Engineering,Plast Eng
Plastics Rubber and Composites,Plast Rubber Compos
Plastics Rubber and Composites Processing and Applications,Plast Rub Compos Pro
Plastics Technology,Plast Technol
Plastics World,Plast World
Platelets Platelets,Platelets Platelets
Plating and Surface Finishing,Plat Surf Finish
Ploughshares Ploughshares,Ploughshares Ploughshares
Pmla-Publications of the Modern Language Association of America,Pmla Pmla
Pmm Journal of Applied Mathematics and Mechanics,Pmm-J Appl Math Mec+
Poe Studies-Dark Romanticism,Poe Stud-Dark Roman
Poetica-Zeitschrift Fur Sprach-Und Literaturwissenschaft,Poetica Poetica
Poetics Poetics,Poetics Poetics
Poetics Today,Poetics Today
Poetique Poetique,Poetique Poetique
Poetry Poetry,Poetry Poetry
Poetry Review,Poetry Rev
Poetry Wales,Poetry Wales
Point Veterinaire,Point Vet
Polar Biology,Polar Biol
Polar Research,Polar Res
Policing-An International Journal of Police Strategies & Management,Policing Policing
Policy and Politics,Policy Polit
Policy Review,Policy Rev
Policy Sciences,Policy Sci
Policy Studies Journal,Policy Stud J
Polimery Polimery,Polimery-W Polimery-W
Polish Journal of Chemistry,Pol J Chem
Polish Journal of Environmental Studies,Pol J Environ Stud
Polish Journal of Pharmacology,Pol J Pharmacol
Polish Journal of Pharmacology and Pharmacy,Pol J Pharmacol Phar
Political Behavior,Polit Behav
Political Communication,Polit Commun
Political Geography,Polit Geogr
Political Psychology,Polit Psychol
Political Quarterly,Polit Quart
Political Research Quarterly,Polit Res Quart
Political Science,Polit Sci
Political Science Quarterly,Polit Sci Quart
Political Studies,Polit Stud-London
Political Theory,Polit Theory
Politicka Ekonomie,Polit Ekon
Politics & Society,Polit Soc
Politics and the Individual,Polit Individ
Politics and the Life Sciences,Polit Life Sci
Politische Vierteljahresschrift,Polit Vierteljahr
Polity Polity,Polity Polity
Pollution Engineering,Pollut Eng
Polycyclic Aromatic Compounds,Polycycl Aromat Comp
Polyhedron Polyhedron,Polyhedron Polyhedron
Polymer Polymer,Polymer Polymer
Polymer Bulletin,Polym Bull
Polymer Communications,Polym Commun
Polymer Composites,Polym Composite
Polymer Degradation and Stability,Polym Degrad Stabil
Polymer Engineering and Science,Polym Eng Sci
Polymer Gels and Networks,Polym Gels Netw
Polymer International,Polym Int
Polymer Journal,Polym J
Polymer Networks & Blends,Polym Network Blend
Polymer Photochemistry,Polym Photochem
Polymer Reaction Engineering,Polym React Eng
Polymer Testing,Polym Test
Polymer-Korea Polymer-Korea,Polym-Korea Polym-Korea
Polymer-Plastics Technology and Engineering,Polym-Plast Technol
Polymers & Polymer Composites,Polym Polym Compos
Polymers for Advanced Technologies,Polym Advan Technol
Ponte Ponte,Ponte Ponte
Poptronics Poptronics,Poptronics Poptronics
Popular Computing,Pop Comput
Popular Music and Society,Pop Music Soc
Population Population,Population Population
Population and Development Review,Popul Dev Rev
Population and Environment,Popul Environ
Population Bulletin,Popul Bull
Population Ecology,Popul Ecol
Population Index,Popul Index
Population Research and Policy Review,Popul Res Policy Rev
Population Studies-A Journal of Demography,Pop Stud-J Demog
Portuguese Studies,Portuguese Stud
Positif Positif,Positif Positif
Positions-East Asia Cultures Critique,Positions-E Asia Cul
Positivity Positivity,Positivity Positivity
Post Office Electrical Engineers Journal,Post Office Elec Eng
Post-Communist Economies,Post-Communist Econ
Post-Soviet Affairs,Post-Sov Aff
Post-Soviet Geography,Post-Sov Geogr
Post-Soviet Geography and Economics,Post-Sov Geogr Econ
Postepy Biochemii,Postepy Biochem
Postgraduate Medical Journal,Postgrad Med J
Postgraduate Medicine,Postgrad Med
Postharvest Biology and Technology,Postharvest Biol Tec
Postmodern Culture,Postmod Cult
Potato Research,Potato Res
Potential Analysis,Potential Anal
Poultry and Avian Biology Reviews,Poult Avian Biol Rev
Poultry Science,Poultry Sci
Powder Diffraction,Powder Diffr
Powder Metallurgy,Powder Metall
Powder Metallurgy and Metal Ceramics,Powder Metall Met C+
Powder Metallurgy International,Powder Metall Int
Powder Technology,Powder Technol
Power Power,Power Power
Power Engineering,Power Eng
Power Engineering Journal,Power Eng J
Prace I Materialy Zootechniczne,Prace Mater Zootech
Prace Vulhm-Reports of the Forestry and Game Management Research Institute,Prace Vulhm
Practical Gastroenterology,Pract Gastroenterol
Practitioner Practitioner,Practitioner Practitioner
Praktische Metallographie-Practical Metallography,Prakt Metallogr-Pr M
Praktische Tierarzt,Prakt Tierarzt
Pramana Pramana,Pramana Pramana
Pramana-Journal of Physics,Pramana-J Phys
Pratique Medicale Et Chirurgicale De L Animal De Compagnie,Prat Med Chir Anim
Praxis Der Kinderpsychologie Und Kinderpsychiatrie,Prax Kinderpsychol K
Praxis Der Psychotherapie Und Psychosomatik,Prax Psychother Psyc
Praxis Und Klinik Der Pneumologie,Prax Klin Pneumol
Precambrian Research,Precambrian Res
Precision Engineering-Journal of the American Society for Precision Engineering,Precis Eng
Prehrambeno-Tehnoloska I Biotehnoloska Revija,Prehram Tehnol Biot
Prenatal and Neonatal Medicine,Prenat Neonat Med
Prenatal Diagnosis,Prenatal Diag
Prensa Medica Argentina,Prensa Med Argent
Preparative Biochemistry,Prep Biochem
Preparative Biochemistry & Biotechnology,Prep Biochem Biotech
Presence-Teleoperators and Virtual Environments,Presence-Teleop Virt
Preservation Preservation,Preservation Preservation
Presse Medicale,Presse Med
Preventive Medicine,Prev Med
Preventive Veterinary Medicine,Prev Vet Med
Primary Care,Primary Care
Primates Primates,Primates Primates
Print Quarterly,Print Q
Probabilistic Engineering Mechanics,Probabilist Eng Mech
Probability in the Engineering and Informational Sciences,Probab Eng Inform Sc
Probability Theory and Related Fields,Probab Theory Rel
Problems in General Surgery,Probl Gen Surg
Problems of Control and Information Theory-Problemy Upravleniya I Teorii Informatsii,Probl Control Inform
Problems of Economic Transition,Probl Econ Transit
Problems of Post-Communism,Probl Post-Communism
Proceedings : Annual Reliability and Maintainability Symposium,P a Rel Mai
Proceedings Annual Reliability and Maintainability Symposium,P Annu Rel Maint Sym
Proceedings Astronomical Society of Australia,P Astron Soc Aust
Proceedings of Lunar and Planetary Science,P Lunar Planet Sci
Proceedings of Symposia in Pure Mathematics,P Symp Pure Math
Proceedings of the Academy of Natural Sciences of Philadelphia,P Acad Nat Sci Phila
Proceedings of the American Antiquarian Society,P Am Antiquarian Soc
Proceedings of the American Association for Cancer Research,P Am Assoc Canc Res
Proceedings of the American Mathematical Society,P Am Math Soc
Proceedings of the American Philosophical Society,P Am Philos Soc
Proceedings of the American Society for Information Science,P Am Soc Inform Sci
Proceedings of the Annual Convention of the American Association of Equine Practitioners,P Annu Conv Am Equin
Proceedings of the Asis Annual Meeting,P Asis Annu Meet
Proceedings of the Association of American Physicians,P Assoc Am Physician
Proceedings of the Australian Biochemical Society,P Aust Biochem Soc
Proceedings of the Biological Society of Washington,P Biol Soc Wash
Proceedings of the British Academy,P Brit Acad
Proceedings of the British Ceramic Society,P Brit Ceramic Soc
Proceedings of the Edinburgh Mathematical Society,P Edinburgh Math Soc
Proceedings of the Entomological Society of Ontario,P Entomol Soc Ont
Proceedings of the Entomological Society of Washington,P Entomol Soc Wash
Proceedings of the European Dialysis and Transplant Association,P Eur Dial Trans
Proceedings of the Florida State Horticultural Society,P Fl St Hortic Soc
Proceedings of the Geologists Association,P Geologist Assoc
Proceedings of the Helminthological Society of Washington,P Helm Soc Wash
Proceedings of the Ieee,P Ieee
Proceedings of the Indian Academy of Sciences-Animal Sciences,P Indian As-Anim Sci
Proceedings of the Indian Academy of Sciences-Chemical Sciences,P Indian As-Chem Sci
Proceedings of the Indian Academy of Sciences-Earth and Planetary Sciences,P Indian As-Earth
