long_title,short_title
"Journal of Occupational Medicine and Toxicology (London, England)",J Occup Med Toxicol
"Journal of Ocular Biology, Diseases, and Informatics",J Ocul Biol Dis Infor
Journal of Ocular Pharmacology and Therapeutics,J Ocul Pharmacol Ther
Journal of Oncology,J Oncol
Journal of Oncology Practice,J Oncol Pract
Journal of Ophthalmic Inflammation and Infection,J Ophthalmic Inflamm Infect
Journal of Ophthalmic &#x0026; Vision Research,J Ophthalmic Vis Res
Journal of Ophthalmology,J Ophthalmol
Journal of Optometry,J Optom
Journal of Oral Biology and Craniofacial Research,J Oral Biol Craniofac Res
Journal of Oral and Maxillofacial Pathology : JOMFP,J Oral Maxillofac Pathol
Journal of Oral &#x0026; Maxillofacial Research,J Oral Maxillofac Res
Journal of Oral Microbiology,J Oral Microbiol
Journal of Orthodontic Science,J Orthod Sci
Journal of Orthopaedics,J Orthop
Journal of Orthopaedic Surgery and Research,J Orthop Surg Res
Journal of Orthopaedics and Traumatology : Official Journal of the Italian Society of Orthopaedics and Traumatology,J Orthop Traumatol
Journal of Osteoporosis,J Osteoporos
Journal of Otolaryngology - Head &#x0026; Neck Surgery,J Otolaryngol Head Neck Surg
Journal of Ovarian Research,J Ovarian Res
Journal of Pain Research,J Pain Res
Journal of Palliative Medicine,J Palliat Med
Journal of Parasitic Diseases: Official Organ of the Indian Society for Parasitology,J Parasit Dis
Journal of Parasitology Research,J Parasitol Res
Journal of Pathogens,J Pathog
Journal of Pathology Informatics,J Pathol Inform
Journal of Pathology and Translational Medicine,J Pathol Transl Med
Journal of Pediatric Neurosciences,J Pediatr Neurosci
The Journal of Pediatric Pharmacology and Therapeutics : JPPT,J Pediatr Pharmacol Ther
Journal of Pediatric Psychology,J Pediatr Psychol
Journal of the Pediatric Infectious Diseases Society,J Pediatric Infect Dis Soc
The Journal of Perinatal Education,J Perinat Educ
Journal of Periodontal &#x0026; Implant Science,J Periodontal Implant Sci
Journal of Personalized Medicine,J Pers Med
Journal of Pharmaceutics,J Pharm (Cairo)
Journal of Pharmacy &#x0026; Bioallied Sciences,J Pharm Bioallied Sci
Journal of Pharmaceutical Policy and Practice,J Pharm Policy Pract
The Journal of Pharmacology and Experimental Therapeutics,J Pharmacol Exp Ther
Journal of Pharmacology &#x0026; Pharmacotherapeutics,J Pharmacol Pharmacother
Journal of Pharmacopuncture,J Pharmacopuncture
Journal of Physical Therapy Science,J Phys Ther Sci
The Journal of Physiology,J Physiol
Journal of Physiological Anthropology,J Physiol Anthropol
Journal of Plankton Research,J Plankton Res
Journal of Pregnancy,J Pregnancy
Journal of Prenatal Medicine,J Prenat Med
Journal of Pressure Vessel Technology,J Press Vessel Technol
Journal of Preventive Medicine and Public Health,J Prev Med Public Health
Journal of Psychiatry &#x0026; Neuroscience : JPN,J Psychiatry Neurosci
The Journal of Psychotherapy Practice and Research,J Psychother Pract Res
"Journal of Public Health (Oxford, England)",J Public Health (Oxf)
Journal of Public Health Research,J Public Health Res
The Journal of the Royal College of General Practitioners,J R Coll Gen Pract
The Journal of the Royal College of General Practitioners. Occasional paper,J R Coll Gen Pract Occas Pap
Journal of the Royal Society Interface,J R Soc Interface
Journal of the Royal Society of Medicine,J R Soc Med
Journal of Radiation Research,J Radiat Res
Journal of Radiology Case Reports,J Radiol Case Rep
Journal of Renal Injury Prevention,J Renal Inj Prev
The Journal of Reproduction and Development,J Reprod Dev
Journal of Reproduction &#x0026; Infertility,J Reprod Infertil
Journal of Research in Medical Sciences : The Official Journal of Isfahan University of Medical Sciences,J Res Med Sci
Journal of Research of the National Institute of Standards and Technology,J Res Natl Inst Stand Technol
Journal of Research in Pharmacy Practice,J Res Pharm Pract
Journal of RNAi and Gene Silencing : An International Journal of RNA and Gene Targeting Research,J RNAi Gene Silencing
Journal of Rural Medicine : JRM,J Rural Med
Journal of the Saudi Heart Association,J Saudi Heart Assoc
SQU Journal for Scientific Research - Medical Sciences,J Sci Res Med Sci
Journal of Sexually Transmitted Diseases,J Sex Transm Dis
Journal of Signal Transduction,J Signal Transduct
Journal of Skin Cancer,J Skin Cancer
Journal of Solar Energy Engineering,J Sol Energy Eng
"Journal of Speech, Language, and Hearing Research : JSLHR",J Speech Lang Hear Res
The Journal of Spinal Cord Medicine,J Spinal Cord Med
Journal of Sports Medicine,J Sports Med (Hindawi Publ Corp)
Journal of Sports Science &#x0026; Medicine,J Sports Sci Med
Journal of Stem Cells &#x0026; Regenerative Medicine,J Stem Cells Regen Med
Journal of Stroke,J Stroke
Journal of Studies on Alcohol and Drugs,J Stud Alcohol Drugs
Journal of Studies on Alcohol and Drugs. Supplement,J Stud Alcohol Drugs Suppl
Journal of Surgical Case Reports,J Surg Case Rep
Journal of Surgical Technique and Case Report,J Surg Tech Case Rep
Journal of Synchrotron Radiation,J Synchrotron Radiat
The Journal of Tehran University Heart Center,J Tehran Heart Cent
Journal of Therapeutic Ultrasound,J Ther Ultrasound
Journal of Thermal Science and Engineering Applications,J Therm Sci Eng Appl
Journal of Thoracic Disease,J Thorac Dis
Journal of Thyroid Research,J Thyroid Res
Journal of Tissue Engineering,J Tissue Eng
Journal of Toxicology,J Toxicol
Journal of Toxicologic Pathology,J Toxicol Pathol
Journal of Traditional and Complementary Medicine,J Tradit Complement Med
Journal of Transfusion,J Transfus
Journal of Translational Medicine,J Transl Med
Journal of Transplantation,J Transplant
Journal of Trauma Management &#x0026; Outcomes,J Trauma Manag Outcomes
Journal of Tribology,J Tribol
Journal of Tropical Medicine,J Trop Med
Journal of Tropical Pediatrics,J Trop Pediatr
Journal of Turbomachinery,J Turbomach
Journal of the Turkish German Gynecological Association,J Turk Ger Gynecol Assoc
Journal of Ultrasonography,J Ultrason
Journal of Ultrasound,J Ultrasound
Journal of Undergraduate Neuroscience Education,J Undergrad Neurosci Educ
Journal of Urban Health : Bulletin of the New York Academy of Medicine,J Urban Health
"Journal of Vacuum Science &#x0026; Technology. A, Vacuum, surfaces, and films : an official journal of the American Vacuum Society",J Vac Sci Technol A
"Journal of Vacuum Science and Technology. B, Nanotechnology &#x0026; Microelectronics",J Vac Sci Technol B Nanotechnol Microelectron
Journal of Vascular and Interventional Neurology,J Vasc Interv Neurol
Journal of Vascular Research,J Vasc Res
The Journal of Venomous Animals and Toxins Including Tropical Diseases,J Venom Anim Toxins Incl Trop Dis
Journal of Venom Research,J Venom Res
Journal of Veterinary Medicine,J Vet Med
The Journal of Veterinary Medical Science,J Vet Med Sci
Journal of Veterinary Science,J Vet Sci
Journal of Vibration and Acoustics,J Vib Acoust
Journal of Virology,J Virol
Journal of Vision,J Vis
Journal of Visualized Experiments : JoVE,J Vis Exp
Journal of the West African College of Surgeons,J West Afr Coll Surg
Journal of Women's Health,J Womens Health (Larchmt)
Journal of Wrist Surgery,J Wrist Surg
Journal of Young Pharmacists : JYP,J Young Pharm
Journal of Zhejiang University. Science,J Zhejiang Univ Sci
Journal of Zhejiang University. Science. B,J Zhejiang Univ Sci B
JAK-STAT,JAKSTAT
Japan Medical Association Journal : JMAJ,Japan Med Assoc J
JIMD Reports,JIMD Rep
JMIR Medical Informatics,JMIR Med Inform
JMIR Mental Health,JMIR Ment Health
JMIR mHealth and uHealth,JMIR Mhealth Uhealth
JMIR Research Protocols,JMIR Res Protoc
JMIR Serious Games,JMIR Serious Games
Joints,Joints
Japanese Clinical Medicine,Jpn Clin Med
Japanese Journal of Clinical Oncology,Jpn J Clin Oncol
JRSM Cardiovascular Disease,JRSM Cardiovasc Dis
JRSM Open,JRSM Open
JRSM Short Reports,JRSM Short Rep
JSLS : Journal of the Society of Laparoendoscopic Surgeons,JSLS
Jundishapur Journal of Microbiology,Jundishapur J Microbiol
Jundishapur Journal of Natural Pharmaceutical Products,Jundishapur J Nat Pharm Prod
Kardiochirurgia i Torakochirurgia Polska = Polish Journal of Cardio-Thoracic Surgery,Kardiochir Torakochirurgia Pol
Kidney &#x0026; Blood Pressure Research,Kidney Blood Press Res
Kidney Research and Clinical Practice,Kidney Res Clin Pract
Kinetoplastid Biology and Disease,Kinetoplastid Biol Dis
Knee Surgery &#x0026; Related Research,Knee Surg Relat Res
Korean Circulation Journal,Korean Circ J
Korean Diabetes Journal,Korean Diabetes J
Korean Journal of Anesthesiology,Korean J Anesthesiol
Korean Journal of Audiology,Korean J Audiol
Korean Journal of Family Medicine,Korean J Fam Med
The Korean Journal of Hematology,Korean J Hematol
Korean Journal of Hepato-Biliary-Pancreatic Surgery,Korean J Hepatobiliary Pancreat Surg
The Korean Journal of Hepatology,Korean J Hepatol
The Korean Journal of Internal Medicine,Korean J Intern Med
The Korean Journal of Laboratory Medicine,Korean J Lab Med
Korean Journal of Ophthalmology : KJO,Korean J Ophthalmol
Korean Journal of Orthodontics,Korean J Orthod
The Korean Journal of Pain,Korean J Pain
The Korean Journal of Parasitology,Korean J Parasitol
Korean Journal of Pathology,Korean J Pathol
Korean Journal of Pediatrics,Korean J Pediatr
The Korean Journal of Physiology &#x0026; Pharmacology : Official Journal of the Korean Physiological Society and the Korean Society of Pharmacology,Korean J Physiol Pharmacol
Korean Journal of Radiology,Korean J Radiol
Korean Journal of Spine,Korean J Spine
The Korean Journal of Thoracic and Cardiovascular Surgery,Korean J Thorac Cardiovasc Surg
Korean Journal of Urology,Korean J Urol
Laboratory Animal Research,Lab Anim Res
"Language, Speech, and Hearing Services in Schools",Lang Speech Hear Serv Sch
Laser Therapy,Laser Ther
Learning &#x0026; Memory,Learn Mem
Leukemia Research Reports,Leuk Res Rep
Leukemia Research and Treatment,Leuk Res Treatment
The Libyan Journal of Medicine,Libyan J Med
Life,Life (Basel)
"Life Sciences, Society and Policy",Life Sci Soc Policy
The Linacre Quarterly,Linacre Q
Lipid insights,Lipid Insights
Lipids in Health and Disease,Lipids Health Dis
Liver Cancer,Liver Cancer
Local and Regional Anesthesia,Local Reg Anesth
London journal of medicine,Lond J Med
London Journal of Primary Care,London J Prim Care (Abingdon)
Longevity &#x0026; Healthspan,Longev Healthspan
Lung Cancer International,Lung Cancer Int
Lung India : Official Organ of Indian Chest Society,Lung India
Lupus Science &#x0026; Medicine,Lupus Sci Med
Lymphatic Research and Biology,Lymphat Res Biol
mAbs,MAbs
M&#x000e6;dica,Maedica (Buchar)
Magnetic Resonance Insights,Magn Reson Insights
Malaria Journal,Malar J
Malaria Research and Treatment,Malar Res Treat
Malawi Medical Journal,Malawi Med J
Malaysian Family Physician : the Official Journal of the Academy of Family Physicians of Malaysia,Malays Fam Physician
The Malaysian Journal of Medical Sciences : MJMS,Malays J Med Sci
Malaysian Orthopaedic Journal,Malays Orthop J
Marine Drugs,Mar Drugs
Mass Spectrometry,Mass Spectrom (Tokyo)
Materia Socio-Medica,Mater Sociomed
Mathematical Medicine and Biology,Math Med Biol
Mayo Clinic Proceedings,Mayo Clin Proc
mBio,mBio
McGill Journal of Medicine : MJM,Mcgill J Med
Medicine 2.0,Med 2 0
Medical Acupuncture,Med Acupunct
Medical Archives,Med Arch
Medico-Chirurgical Transactions,Med Chir Trans
"Medical Devices (Auckland, N.Z.)",Med Devices (Auckl)
Medical Education Online,Med Educ Online
Medical Gas Research,Med Gas Res
Medical History,Med Hist
Medical History. Supplement,Med Hist Suppl
"Medical Hypothesis, Discovery and Innovation in Ophthalmology",Med Hypothesis Discov Innov Ophthalmol
Medical Immunology,Med Immunol
"Medical Journal, Armed Forces India",Med J Armed Forces India
Medical Journal of the Islamic Republic of Iran,Med J Islam Repub Iran
Medical Law Review,Med Law Rev
Medical Libraries,Med Lib
Medical Library and Historical Journal,Med Library Hist J
Medical Mycology Case Reports,Med Mycol Case Rep
"Medicina Oral, Patolog&#x000ed;a Oral y Cirug&#x000ed;a Bucal",Med Oral Patol Oral Cir Bucal
Medical Physics,Med Phys
Medical Principles and Practice,Med Princ Pract
Medical Science Monitor : International Medical Journal of Experimental and Clinical Research,Med Sci Monit
Medical Science Monitor Basic Research,Med Sci Monit Basic Res
Medscape General Medicine,MedGenMed
Mediators of Inflammation,Mediators Inflamm
Medicare &#x0026; Medicaid Research Review,Medicare Medicaid Res Rev
Medicine,Medicine (Baltimore)
Mediterranean Journal of Hematology and Infectious Diseases,Mediterr J Hematol Infect Dis
The Medscape Journal of Medicine,Medscape J Med
Mem&#x000f3;rias do Instituto Oswaldo Cruz,Mem Inst Oswaldo Cruz
Membranes,Membranes (Basel)
Mens Sana Monographs,Mens Sana Monogr
Mental Health in Family Medicine,Ment Health Fam Med
Mental Illness,Ment Illn
Metal-Based Drugs,Met Based Drugs
Meta Gene,Meta Gene
Metabolic Syndrome and Related Disorders,Metab Syndr Relat Disord
Metabolites,Metabolites
Methodist DeBakey Cardiovascular Journal,Methodist Debakey Cardiovasc J
MethodsX,MethodsX
Microbial Biotechnology,Microb Biotechnol
Microbial Cell Factories,Microb Cell Fact
Microbial Drug Resistance,Microb Drug Resist
Microbial Ecology in Health and Disease,Microb Ecol Health Dis
Microbial Informatics and Experimentation,Microb Inform Exp
Microbes and Environments,Microbes Environ
Microbiology Education,Microbiol Educ
Microbiology Insights,Microbiol Insights
Microbiology and Molecular Biology Reviews : MMBR,Microbiol Mol Biol Rev
Microbiological Reviews,Microbiol Rev
Microbiology,Microbiology
MicrobiologyOpen,Microbiologyopen
Microbiome,Microbiome
Microscopy,Microscopy (Oxf)
Middle East African Journal of Ophthalmology,Middle East Afr J Ophthalmol
Middle East Journal of Digestive Diseases,Middle East J Dig Dis
Military Medical Research,Mil Med Res
The Milbank Quarterly,Milbank Q
Minimally Invasive Surgery,Minim Invasive Surg
Mobile DNA,Mob DNA
Mobile Genetic Elements,Mob Genet Elements
Molecular Autism,Mol Autism
Molecular Biology of the Cell,Mol Biol Cell
Molecular Biology and Evolution,Mol Biol Evol
Molecular Biology International,Mol Biol Int
Molecular Brain,Mol Brain
Molecular Cancer,Mol Cancer
Molecular and Cellular Biology,Mol Cell Biol
Molecular and Cellular Pediatrics,Mol Cell Pediatr
Molecular &#x0026; Cellular Proteomics : MCP,Mol Cell Proteomics
Molecular and Cellular Therapies,Mol Cell Ther
Molecules and Cells,Mol Cells
Molecular and Clinical Oncology,Mol Clin Oncol
Molecular Cytogenetics,Mol Cytogenet
Molecular Endocrinology,Mol Endocrinol
Molecular Genetics &#x0026; Genomic Medicine,Mol Genet Genomic Med
Molecular Human Reproduction,Mol Hum Reprod
Molecular Imaging and Radionuclide Therapy,Mol Imaging Radionucl Ther
Molecular Interventions,Mol Interv
Molecular Medicine,Mol Med
Molecular Medicine Reports,Mol Med Rep
Molecular Metabolism,Mol Metab
Molecular Neurodegeneration,Mol Neurodegener
Molecular Pain,Mol Pain
Molecular Pathology : MP,Mol Pathol
Molecular Pharmacology,Mol Pharmacol
Molecular Plant,Mol Plant
Molecular Syndromology,Mol Syndromol
Molecular Systems Biology,Mol Syst Biol
Molecular Therapy,Mol Ther
Molecular Therapy. Methods &#x0026; Clinical Development,Mol Ther Methods Clin Dev
Molecular Therapy. Nucleic Acids,Mol Ther Nucleic Acids
Molecular Vision,Mol Vis
Monoclonal Antibodies in Immunodiagnosis and Immunotherapy,Monoclon Antib Immunodiagn Immunother
Movement Ecology,Mov Ecol
Multiple Sclerosis International,Mult Scler Int
Multidisciplinary Respiratory Medicine,Multidiscip Respir Med
"Muscles, Ligaments and Tendons Journal",Muscles Ligaments Tendons J
Mutagenesis,Mutagenesis
Mycobiology,Mycobiology
North American Journal of Medical Sciences,N Am J Med Sci
North American Journal of Sports Physical Therapy : NAJSPT,N Am J Sports Phys Ther
Nagoya Journal of Medical Science,Nagoya J Med Sci
Nano Reviews,Nano Rev
Nanoscale Research Letters,Nanoscale Res Lett
"Nanotechnology, Science and Applications",Nanotechnol Sci Appl
Natural Products and Bioprospecting,Nat Prod Bioprospect
Nature and Science of Sleep,Nat Sci Sleep
National Journal of Maxillofacial Surgery,Natl J Maxillofac Surg
NDT Plus,NDT Plus
Neonatology,Neonatology
"Neoplasia (New York, N.Y.)",Neoplasia
Nephrology Dialysis Transplantation,Nephrol Dial Transplant
Nephron. Clinical Practice,Nephron Clin Pract
Nephron. Experimental Nephrology,Nephron Exp Nephrol
Nephron Extra,Nephron Extra
Nephron. Physiology,Nephron Physiol
Nephro-urology Monthly,Nephrourol Mon
Netherlands Heart Journal,Neth Heart J
Neural Development,Neural Dev
Neural Plasticity,Neural Plast
Neural Regeneration Research,Neural Regen Res
Neural Systems &#x0026; Circuits,Neural Syst Circuits
Neuro-Oncology,Neuro Oncol
Neuro-Degenerative Diseases,Neurodegener Dis
Neuroembryology and Aging,Neuroembryology Aging
Neuroendocrinology,Neuroendocrinology
Neuroepidemiology,Neuroepidemiology
The Neurohospitalist,Neurohospitalist
NeuroImage : Clinical,Neuroimage Clin
Neuroimmunomodulation,Neuroimmunomodulation
Neurointervention,Neurointervention
Neurology: Clinical Practice,Neurol Clin Pract
Neurology International,Neurol Int
Neurologia Medico-Chirurgica,Neurol Med Chir (Tokyo)
Neurology&#x00ae; Neuroimmunology &#x0026; Neuroinflammation,Neurol Neuroimmunol Neuroinflamm
Neurology Research International,Neurol Res Int
Neurology and Therapy,Neurol Ther
Neurology,Neurology
Neuro-Oncology Practice,Neurooncol Pract
Neurophotonics,Neurophotonics
Neuropsychiatric Disease and Treatment,Neuropsychiatr Dis Treat
Neuropsychobiology,Neuropsychobiology
Neuropsychopharmacology,Neuropsychopharmacology
The Neuroradiology Journal,Neuroradiol J
NeuroRx,NeuroRx
Neuroscience journal,Neurosci J
Neuro-Signals,Neurosignals
Neurotherapeutics,Neurotherapeutics
New Microbes and New Infections,New Microbes New Infect
Newsmonthly. American Dental Society of Anesthesiology,Newsmonthly
Nicotine &#x0026; Tobacco Research,Nicotine Tob Res
Nigerian Journal of Surgery : Official Publication of the Nigerian Surgical Research Society,Niger J Surg
Nigerian Medical Journal : Journal of the Nigeria Medical Association,Niger Med J
Nonlinear Biomedical Physics,Nonlinear Biomed Phys
"Nonlinearity in Biology, Toxicology, Medicine",Nonlinearity Biol Toxicol Med
Notes and Records of the Royal Society of London,Notes Rec R Soc Lond
NPJ Primary Care Respiratory Medicine,NPJ Prim Care Respir Med
Nuclear Medicine and Molecular Imaging,Nucl Med Mol Imaging
Nuclear Receptor,Nucl Recept
Nuclear Receptor Signaling,Nucl Recept Signal
Nucleic Acid Therapeutics,Nucleic Acid Ther
Nucleic Acids Research,Nucleic Acids Res
Nucleus,Nucleus
NI 2012: Proceedings of the 11th International Congress on Nursing Informatics,Nurs Inform
Nursing and Midwifery Studies,Nurs Midwifery Stud
Nursing Research and Practice,Nurs Res Pract
Nutrition &#x0026; Diabetes,Nutr Diabetes
Nutrition Journal,Nutr J
Nutrition &#x0026; Metabolism,Nutr Metab (Lond)
Nutrition and Metabolic Insights,Nutr Metab Insights
Nutrition Research and Practice,Nutr Res Pract
Nutrition Reviews,Nutr Rev
Nutrients,Nutrients
Obesity Facts,Obes Facts
Obstetrics and Gynecology International,Obstet Gynecol Int
Obstetrics &#x0026; Gynecology Science,Obstet Gynecol Sci
Occasional paper (Royal College of General Practitioners),Occas Pap R Coll Gen Pract
Occupational and Environmental Medicine,Occup Environ Med
"Occupational Medicine (Oxford, England)",Occup Med (Lond)
The Ochsner Journal,Ochsner J
Oligonucleotides,Oligonucleotides
Oman Journal of Ophthalmology,Oman J Ophthalmol
Oman Medical Journal,Oman Med J
OMICS : a Journal of Integrative Biology,OMICS
OncoTargets and therapy,Onco Targets Ther
Oncogenesis,Oncogenesis
Oncoimmunology,Oncoimmunology
Oncology Letters,Oncol Lett
Oncology Reports,Oncol Rep
Oncology Reviews,Oncol Rev
The Oncologist,Oncologist
Oncology,Oncology
Oncoscience,Oncoscience
Oncotarget,Oncotarget
Online Journal of Public Health Informatics,Online J Public Health Inform
Ontario Health Technology Assessment Series,Ont Health Technol Assess Ser
Open Access Journal of Sports Medicine,Open Access J Sports Med
Open Access Journal of Urology,Open Access J Urol
The Open AIDS Journal,Open AIDS J
The Open Biochemistry Journal,Open Biochem J
Open Biology,Open Biol
The Open Biomedical Engineering Journal,Open Biomed Eng J
The Open Cardiovascular Medicine Journal,Open Cardiovasc Med J
The Open Dentistry Journal,Open Dent J
Open Forum Infectious Diseases,Open Forum Infect Dis
Open Heart,Open Heart
Open Journal of Cardiovascular Surgery,Open J Cardiovasc Surg
Open Medicine,Open Med
The Open Medicinal Chemistry Journal,Open Med Chem J
The Open Medical Informatics Journal,Open Med Inform J
The Open Microbiology Journal,Open Microbiol J
The Open Neuroimaging Journal,Open Neuroimag J
The Open Neurology Journal,Open Neurol J
The Open Nursing Journal,Open Nurs J
The Open Ophthalmology Journal,Open Ophthalmol J
The Open Orthopaedics Journal,Open Orthop J
The Open Respiratory Medicine Journal,Open Respir Med J
The Open Rheumatology Journal,Open Rheumatol J
Open Veterinary Journal,Open Vet J
The Open Virology Journal,Open Virol J
Ophthalmic Research,Ophthalmic Res
Ophthalmology and Eye Diseases,Ophthalmol Eye Dis
Ophthalmology and Therapy,Ophthalmol Ther
Ophthalmologica. International Journal of Ophthalmology,Ophthalmologica
Optics Express,Opt Express
Oral &#x0026; Implantology,Oral Implantol (Rome)
Organic and Medicinal Chemistry Letters,Org Med Chem Lett
Organogenesis,Organogenesis
ORL; journal for oto-rhino-laryngology and its related specialties,ORL J Otorhinolaryngol Relat Spec
Orphanet Journal of Rare Diseases,Orphanet J Rare Dis
Orthopaedic Journal of Sports Medicine,Orthop J Sports Med
Orthopedic Reviews,Orthop Rev (Pavia)
Osong Public Health and Research Perspectives,Osong Public Health Res Perspect
Osteopathic Medicine and Primary Care,Osteopath Med Prim Care
Oxford Journal of Legal Studies,Oxf J Leg Stud
Oxford Medical Case Reports,Oxf Med Case Reports
Oxidative Medicine and Cellular Longevity,Oxid Med Cell Longev
Pharmacy and Therapeutics,P T
Paediatrics &#x0026; Child Health,Paediatr Child Health
Pain Research &#x0026; Management : The Journal of the Canadian Pain Society,Pain Res Manag
Pain Research and Treatment,Pain Res Treat
Pain and Therapy,Pain Ther
Pakistan Journal of Medical Sciences,Pak J Med Sci
Palliative Care,Palliat Care
The Pan African Medical Journal,Pan Afr Med J
Pancreatology,Pancreatology
Parasites &#x0026; Vectors,Parasit Vectors
Parasite,Parasite
Parkinson's Disease,Parkinsons Dis
Particle and Fibre Toxicology,Part Fibre Toxicol
Pathobiology of Aging &#x0026; Age Related Diseases,Pathobiol Aging Age Relat Dis
Pathobiology,Pathobiology
Pathogens and Disease,Pathog Dis
Pathogens and Global Health,Pathog Glob Health
PathoGenetics,Pathogenetics
Pathogens,Pathogens
Pathology Research International,Patholog Res Int
Pathophysiology of Haemostasis and Thrombosis,Pathophysiol Haemost Thromb
Patient preference and adherence,Patient Prefer Adherence
Patient Related Outcome Measures,Patient Relat Outcome Meas
Patient Safety in Surgery,Patient Saf Surg
"Pediatric Allergy, Immunology, and Pulmonology",Pediatr Allergy Immunol Pulmonol
"Pediatric Gastroenterology, Hepatology &#x0026; Nutrition",Pediatr Gastroenterol Hepatol Nutr
Pediatric Neurosurgery,Pediatr Neurosurg
Pediatric Reports,Pediatr Rep
Pediatrics in Review,Pediatr Rev
Pediatric Rheumatology Online Journal,Pediatr Rheumatol Online J
Pediatrics,Pediatrics
PeerJ,PeerJ
Perioperative Medicine,Perioper Med (Lond)
Peritoneal Dialysis International : Journal of the International Society for Peritoneal Dialysis,Perit Dial Int
The Permanente Journal,Perm J
Persoonia : Molecular Phylogeny and Evolution of Fungi,Persoonia
Perspectives in Clinical Research,Perspect Clin Res
Perspectives in Health Information Management,Perspect Health Inf Manag
Perspectives on Medical Education,Perspect Med Educ
Perspectives in Medicinal Chemistry,Perspect Medicin Chem
Pharmaceutical Methods,Pharm Methods
Pharmacy Practice,Pharm Pract (Granada)
Pharmaceuticals,Pharmaceuticals (Basel)
Pharmaceutics,Pharmaceutics
Pharmacognosy Magazine,Pharmacogn Mag
Pharmacognosy Reviews,Pharmacogn Rev
Pharmacognosy Research,Pharmacognosy Res
Pharmacology Research &#x0026; Perspectives,Pharmacol Res Perspect
Pharmacological Reviews,Pharmacol Rev
Pharmacology,Pharmacology
Pharmacogenomics and Personalized Medicine,Pharmgenomics Pers Med
"Philosophy, Ethics, and Humanities in Medicine : PEHM",Philos Ethics Humanit Med
"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences",Philos Trans A Math Phys Eng Sci
Philosophical Transactions of the Royal Society B: Biological Sciences,Philos Trans R Soc Lond B Biol Sci
Phonetica,Phonetica
Photoacoustics,Photoacoustics
Photomedicine and Laser Surgery,Photomed Laser Surg
Physics of Fluids,Phys Fluids (1994)
Physics of Plasmas,Phys Plasmas
Physical Therapy,Phys Ther
Physiological Genomics,Physiol Genomics
Physiology and Molecular Biology of Plants,Physiol Mol Biol Plants
Physiological Reports,Physiol Rep
Physiological Reviews,Physiol Rev
Physiology,Physiology (Bethesda)
Physiotherapy Canada,Physiother Can
PhytoKeys,PhytoKeys
The Plant Cell,Plant Cell
Plant and Cell Physiology,Plant Cell Physiol
Plant Methods,Plant Methods
The Plant Pathology Journal,Plant Pathol J
Plant Physiology,Plant Physiol
Plant Signaling &#x0026; Behavior,Plant Signal Behav
Plastic and Reconstructive Surgery Global Open,Plast Reconstr Surg Glob Open
Plastic Surgery,Plast Surg (Oakv)
Plastic Surgery International,Plast Surg Int
PLoS Biology,PLoS Biol
PLoS Clinical Trials,PLoS Clin Trials
PLoS Computational Biology,PLoS Comput Biol
PLoS Currents,PLoS Curr
PLoS Genetics,PLoS Genet
PLoS Medicine,PLoS Med
PLoS Neglected Tropical Diseases,PLoS Negl Trop Dis
PLoS ONE,PLoS One
PLoS Pathogens,PLoS Pathog
PMC Biophysics,PMC Biophys
Polish Journal of Radiology,Pol J Radiol
Policy statement / Royal College of General Practitioners,Policy Statement R Coll Gen Pract
Population Health Management,Popul Health Manag
Population Health Metrics,Popul Health Metr
Advances in Dermatology and Allergology/Post&#x00229;py Dermatologii i Alergologii,Postepy Dermatol Alergol
Post&#x00119;py w Kardiologii Interwencyjnej = Advances in Interventional Cardiology,Postepy Kardiol Interwencyjnej
Postgraduate Medical Journal,Postgrad Med J
PPAR Research,PPAR Res
Preventing Chronic Disease,Prev Chronic Dis
Preventive Nutrition and Food Science,Prev Nutr Food Sci
The Primary Care Companion for CNS Disorders,Prim Care Companion CNS Disord
Primary Care Companion to The Journal of Clinical Psychiatry,Prim Care Companion J Clin Psychiatry
Prion,Prion
Proceedings (Baylor University. Medical Center),Proc (Bayl Univ Med Cent)
Proceedings of the American Thoracic Society,Proc Am Thorac Soc
Proceedings of the AMIA Annual Fall Symposium,Proc AMIA Annu Fall Symp
Proceedings of the AMIA Symposium,Proc AMIA Symp
Proceedings of the Annual Symposium on Computer Application in Medical Care,Proc Annu Symp Comput Appl Med Care
Proceedings of the Royal Society B: Biological Sciences,Proc Biol Sci
"Proceedings of the Japan Academy. Series B, Physical and Biological Sciences",Proc Jpn Acad Ser B Phys Biol Sci
"Proceedings. Mathematical, Physical, and Engineering Sciences / The Royal Society",Proc Math Phys Eng Sci
Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A
Proceedings of the Royal Society of Medicine,Proc R Soc Med
Progress in Orthodontics,Prog Orthod
Prostate Cancer,Prostate Cancer
Prostate International,Prostate Int
Protein &#x0026; Cell,Protein Cell
"Protein Engineering, Design and Selection",Protein Eng Des Sel
Protein Science : A Publication of the Protein Society,Protein Sci
Proteome Science,Proteome Sci
Proteomics Insights,Proteomics Insights
Provincial Medical Journal and Retrospect of the Medical Sciences,Prov Med J Retrosp Med Sci
Provincial Medical and Surgical Journal,Prov Med Surg J
Provincial Medical  &#x0026; Surgical Journal,Prov Med Surg J (1840)
Przegla&#x0031c;d Gastroenterologiczny,Prz Gastroenterol
